criterion,identifier,title,title_url,detail_url,authors,snippet,result_year,origin_name,origin_url
title,oai:estudogeral.uc.pt:10316/85399,O contributo das Bibliotecas Públicas Portuguesas para as Humanidades Digitais,https://hdl.handle.net/10316/85399,https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/85399,"Caetano, Cristina Filipe","Dissertação de Mestrado em Ciência da Informação apresentada à Faculdade de Letras; Este estudo apresentada uma reflexão sobre o papel das bibliotecas públicas, enquanto instituições de salvaguarda do património documental e bibliográfico e da história da comunidade local, no mundo digital e na investigação académica. A literatura consultada permite verificar que os investigadores em humanidades privilegiam o a...",,Estudo Geral - Universidade de Coimbra,http://estudogeral.sib.uc.pt
title,oai:repositorio.ufscar.br:ufscar/10538,Linked Open Data em coleções de patrimônio cultural: aspectos da representação ...,https://repositorio.ufscar.br/handle/ufscar/10538,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufscar.br:ufscar/10538,"Ninin, Débora Marroco","Não recebi financiamento; Introduction: The emergence of the Internet and the Web platform raise new possibilities and challenges of management and access to knowledge, stored in digital environments in the form of data. In this context, the tools for description promoted by the Linked Open Data movement are highlighted, through Linked Data principles. The connection and availability of cultural heritage data, ...",,Oasisbr,https://oasisbr.ibict.br/
title,oai:repositorio.ufba.br:ri/29614,FILOLOGIA E HUMANIDADES DIGITAIS NO ESTUDO DA DRAMATURGIA CENSURADA DE ROBERTO ...,http://repositorio.ufba.br/ri/handle/ri/29614,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufba.br:ri/29614,"Correia, Fabiana Prudente","Submitted by Roberth Novaes (roberth.novaes@live.com) on 2019-05-21T14:06:14Z No. of bitstreams: 1 FabianaPrudente_TESE_2018_Definitiva (1).pdf: 11212452 bytes, checksum: 3b62d36075c02fbbb7e56804e96e52d5 (MD5); Approved for entry into archive by Setor de Periódicos (per_macedocosta@ufba.br) on 2019-05-21T21:45:29Z (GMT) No. of bitstreams: 1 FabianaPrudente_TESE_2018_Definitiva (1).pdf: 11212452 bytes, checksum:...",,Oasisbr,https://oasisbr.ibict.br/
title,oai:www.lume.ufrgs.br:10183/241841,A escrita da história e o digital : o uso de ferramentas das humanidades digita...,http://hdl.handle.net/10183/241841,https://www.rcaap.pt/detail.jsp?id=oai:www.lume.ufrgs.br:10183/241841,"Souza, Leandro Ferreira","Esta monografia propõe a reflexão sobre mudanças na escrita e teoria da história a partir de fontes nascidas digitais com o uso de ferramentas digitais-computacionais vinculadas às humanidades digitais. O objetivo é apresentar debates sobre o andamento dos campos de história digital e humanidades digitais, explicitando seus compromissos e atuações para, então, apresentar as ferramentas que fazem parte desse esc...",,Oasisbr,https://oasisbr.ibict.br/
title,oai:repositorio-aberto.up.pt:10216/160459,"Realidade Aumentada, Passado - Presente - Futuro: Um Projeto de Humanidades Dig...",https://hdl.handle.net/10216/160459,https://www.rcaap.pt/detail.jsp?id=oai:repositorio-aberto.up.pt:10216/160459,Roberta Azevedo Rodrigues,"ABSTRACT Digital humanities involve the systematic study of the record of human experience through computing to make sense of the past and actively participate in the discussion about the present that shapes our future. Inserted into the Valongo project - Utopian City of the Utopia 500 Program, this study explored the use of augmented reality to catalog, preserve and disseminate memories through narratives. As ...",,Repositório Aberto da Universidade do Porto,http://repositorio-aberto.up.pt
title,oai:run.unl.pt:10362/190217,Museus em Transformação: Análise dos Contributos da Curadoria e das Humanidades...,http://hdl.handle.net/10362/190217,https://www.rcaap.pt/detail.jsp?id=oai:run.unl.pt:10362/190217,"Gertrudes, Marta Marques Sousa Robalo","A avaliação de impacto estabeleceu-se como uma ferramenta indispensável para compreender e demonstrar os benefícios gerados pelas instituições culturais, abrangendo dimensões sociais, culturais, económicas e ambientais. Contudo, dada a transformação digital dos museus, expandindo o seu alcance e modos de envolvimento, os modelos tradicionais de avaliação de impacto frequentemente falham em capturar todo o espet...",,Repositório Institucional da UNL,https://run.unl.pt
abstract,oai:dspace.mackenzie.br:10899/24618,Re-Visão dos aspectos de linguagem da escritura fotográfica na ambiência digital,http://dspace.mackenzie.br/handle/10899/24618,https://www.rcaap.pt/detail.jsp?id=oai:dspace.mackenzie.br:10899/24618,"Guedes, Ângelo Dimitre Gomes","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; The correlation technology-language has behaved as an important vector for the changes in the ways humanity relate and the photography is an important element in this discussion. The digital scripture, the Internet, the advance of the automation and the development of new technological devices, exemplify factors that have been causing questions to thi...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:estudogeral.uc.pt:10316/85399,O contributo das Bibliotecas Públicas Portuguesas para as Humanidades Digitais,https://hdl.handle.net/10316/85399,https://www.rcaap.pt/detail.jsp?id=oai:estudogeral.uc.pt:10316/85399,"Caetano, Cristina Filipe","Dissertação de Mestrado em Ciência da Informação apresentada à Faculdade de Letras; Este estudo apresentada uma reflexão sobre o papel das bibliotecas públicas, enquanto instituições de salvaguarda do património documental e bibliográfico e da história da comunidade local, no mundo digital e na investigação académica. A literatura consultada permite verificar que os investigadores em humanidades privilegiam o a...",,Estudo Geral - Universidade de Coimbra,http://estudogeral.sib.uc.pt
abstract,oai:repositorio.utfpr.edu.br:1/2737,"A organização da informação em plataforma de gestão de referências, a Zotero: a...",http://repositorio.utfpr.edu.br/jspui/handle/1/2737,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.utfpr.edu.br:1/2737,"Teixeira, Patricia","Propõe-se na presente dissertação divulgar e apresentar à pesquisadoras e pesquisadores a organização da informação e a educação aberta, a plataforma Zotero, uma ferramenta de gestão de referências, por meio de oficinas e tutorial. Expor o contexto histórico de construção desta ferramenta, na perspectiva das humanidades digitais, mostrar sua utilização para coleta, organização, citação, formatação, compartilham...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:dspace.uevora.pt:10174/23158,O centro de informação através do computador virtual,http://hdl.handle.net/10174/23158,https://www.rcaap.pt/detail.jsp?id=oai:dspace.uevora.pt:10174/23158,"Brandão, Pedro Ramos Santos","O principal objetivo deste trabalho de investigação é desenvolver um framework baseado na tecnologia de virtualização para ser implementado num centro de informação ou numa biblioteca, a fim de permitir aos utilizadores destas instituições poderem aceder à informação através de um computador virtual. O framework tem por base um modelo de biblioteca digital e utiliza sinergeticamente um conjunto de outras tecnol...",,Repositório Científico da Universidade de Évora,https://dspace.uevora.pt/rdpc
abstract,oai:dspace.uevora.pt:10174/23282,Bibliotecas digitais para as Humanidades: novos desafios e oportunidades,http://hdl.handle.net/10174/23282,https://www.rcaap.pt/detail.jsp?id=oai:dspace.uevora.pt:10174/23282,"Guerreiro, Dália Maria Godinho","As bibliotecas digitais são cruciais à investigação em Humanidades, exigindo maior eficácia e personalização no acesso à informação. No caso dos incunábulos e livro antigo disponibilizados em linha, as exigências da investigação apresentam requisitos específicos de pesquisa e acesso ao conteúdo, de transcrição e marcação do texto, criação de pontos de ligação, nomeadamente, através de sumários com o conteúdo te...",,Repositório Científico da Universidade de Évora,https://dspace.uevora.pt/rdpc
abstract,oai:repositorio.ufscar.br:ufscar/10538,Linked Open Data em coleções de patrimônio cultural: aspectos da representação ...,https://repositorio.ufscar.br/handle/ufscar/10538,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufscar.br:ufscar/10538,"Ninin, Débora Marroco","Não recebi financiamento; Introduction: The emergence of the Internet and the Web platform raise new possibilities and challenges of management and access to knowledge, stored in digital environments in the form of data. In this context, the tools for description promoted by the Linked Open Data movement are highlighted, through Linked Data principles. The connection and availability of cultural heritage data, ...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:repositorio.iscte-iul.pt:10071/18501,Visualization and analytics of codicological data of Hebrew books,http://hdl.handle.net/10071/18501,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.iscte-iul.pt:10071/18501,"Pateiro, Tiago Miguel Garcez","The goal is to provide a proper data model, using a common vocabulary, to decrease the heterogenous nature of these datasets as well as its inherent uncertainty caused by the descriptive nature of the field of Codicology. This research project was developed with the goal of applying data visualization and data mining techniques to the field of Codicology and Digital Humanities. Using Hebrew manuscript data as a...",,Repositório ISCTE,https://repositorio.iscte-iul.pt
abstract,oai:repositorio.ufmg.br:1843/BUOS-B68FWD,Impactos provenientes da redocumentarização de acervos permanentes na pesquisa ...,http://hdl.handle.net/1843/BUOS-B68FWD,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufmg.br:1843/BUOS-B68FWD,Hercules Pimenta dos Santos,"A presente pesquisa é fruto do desenvolvimento de um estudo interdisciplinar que buscou elucidar impactos encontrados no processo de consulta e organização do documento arquivístico de idade permanente, digitalizado. Buscamos analisar formas de organização da documentação de idade permanente desenvolvidas na Espanha, em relação às unidades de informação brasileiras. Os processos de estudo na Espanha, após aplic...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:repositorio.ufba.br:ri/29614,FILOLOGIA E HUMANIDADES DIGITAIS NO ESTUDO DA DRAMATURGIA CENSURADA DE ROBERTO ...,http://repositorio.ufba.br/ri/handle/ri/29614,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufba.br:ri/29614,"Correia, Fabiana Prudente","Submitted by Roberth Novaes (roberth.novaes@live.com) on 2019-05-21T14:06:14Z No. of bitstreams: 1 FabianaPrudente_TESE_2018_Definitiva (1).pdf: 11212452 bytes, checksum: 3b62d36075c02fbbb7e56804e96e52d5 (MD5); Approved for entry into archive by Setor de Periódicos (per_macedocosta@ufba.br) on 2019-05-21T21:45:29Z (GMT) No. of bitstreams: 1 FabianaPrudente_TESE_2018_Definitiva (1).pdf: 11212452 bytes, checksum:...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:teses.usp.br:tde-05092019-104918,Fandango Caiçara nos tempos da comunicação instantânea: Musicologia política ou...,https://doi.org/10.11606/T.27.2019.tde-05092019-104918,https://www.rcaap.pt/detail.jsp?id=oai:teses.usp.br:tde-05092019-104918,Ary Fábio Giordani Daniel,"A tese discute as alterações paradigmáticas que incidem no modo de fazer o fandango caiçara na contemporaneidade refletindo sobre a pulsão de vida e de mundo que move os múltiplos agenciamentos de atores culturais no litoral caiçara. Contempla também os diálogos interétnicos, intergeracionais e interinstitucionais que historicamente fortalecem aspectos macro e micropolíticos inerentes ao fandango e, a partir da...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:hermes.cpd.ufjf.br:ufjf/10326,"Leitores e autores na era da web 2.0: webcomics, narrativas hipertextuais e par...",https://repositorio.ufjf.br/jspui/handle/ufjf/10326,https://www.rcaap.pt/detail.jsp?id=oai:hermes.cpd.ufjf.br:ufjf/10326,"Almeida, Maiara Alvim de","As narrativas fazem parte das tradições da humanidade desde os mais remotos tempos. Desde a antiguidade, nas culturas prioritariamente orais, passando para seus primeiros registros escritos e sua subsequente popularização advinda da criação da prensa de Gutemberg, até chegar à contemporaneidade e o advento das tecnologias digitais, muitos foram os suportes pelos quais as histórias passaram. Cada novo suporte im...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:recipp.ipp.pt:10400.22/16057,Northern Portugal literary landscapes: constructing a aatabase for the LITESCAP...,http://hdl.handle.net/10400.22/16057,https://www.rcaap.pt/detail.jsp?id=oai:recipp.ipp.pt:10400.22/16057,"Grande, Ana Sofia Reis Campo","O presente relatório de estágio foi concretizado no âmbito do Mestrado em ‘Intercultural Studies, for Business’ do Instituto Superior de Contabilidade e Administração do Porto – Politécnico do Porto, para a obtenção do grau de Mestre. O estágio curricular realizado decorreu entre janeiro e maio de 2019, no Centro de Estudos Interculturais, integrando o Projeto “LITESCAPE- Atlas das Paisagens Literárias de Portu...",,Repositório Científico do Instituto Politécnico do Porto,https://recipp.ipp.pt
abstract,oai:www.lume.ufrgs.br:10183/212498,Desromantizando a maternidade : o compartilhamento de informações no canal HelM...,http://hdl.handle.net/10183/212498,https://www.rcaap.pt/detail.jsp?id=oai:www.lume.ufrgs.br:10183/212498,"Cabral, Francine Conde","Estudo que analisa a percepção sobre a maternidade por parte dos usuários das informações compartilhadas no vídeo “Por que desromantizar a maternidade?”, do canal HelMother. Apresenta o compartilhamento de informação como uma prática informacional e traz o espaço de manifestação do fenômeno. Discute humanidades digitais como viés interpretativo do fenômeno e o feminismo negro como viés interpretativo para as ca...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai::1128896,O mapeamento epistemológico arquitetônico : uma investigação em publicações his...,https://hdl.handle.net/20.500.12733/1638930,https://www.rcaap.pt/detail.jsp?id=oai::1128896,"Mezalira, Mariela, 1986-","Orientador: Daniel de Carvalho Moreira; Tese (doutorado) - Universidade Estadual de Campinas, Faculdade de Engenharia Civil, Arquitetura e Urbanismo; Resumo: Para entender as complexidades arquitetônicas contemporâneas, é necessário a compreensão das decisões históricas sobre a disciplina que orientaram o desenvolvimento da arquitetura, seja na intenção conceitual ou prática, permeando contextos sociais e cultu...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:sapientia.ualg.pt:10400.1/15142,Subsídios para o arquivo do Romanceiro no Brasil,http://hdl.handle.net/10400.1/15142,https://www.rcaap.pt/detail.jsp?id=oai:sapientia.ualg.pt:10400.1/15142,"Belmonte, Bruno de Carvalho","O Romanceiro Ibérico tem sido alvo de uma bateria infindável de estudos acadêmicos. Contudo, continua a carecer de um esforço de organização e de classificação dos temas que fazem parte da memória cultural brasileira. A partir disto, a proposta deste trabalho é aliar um levantamento bibliográfico o mais completo possível do Romanceiro Ibérico recolhido e publicado no Brasil com uma análise histórico-social, vis...",,Sapientia - Universidade do Algarve,https://sapientia.ualg.pt/
abstract,oai:www.lume.ufrgs.br:10183/224875,O repositório digital Tainacan do Museu de Arqueologia de Itaipu (MAI) : estudo...,http://hdl.handle.net/10183/224875,https://www.rcaap.pt/detail.jsp?id=oai:www.lume.ufrgs.br:10183/224875,"Arend, Thiago Frazzon","O presente trabalho tem por objetivo central pensar possibilidades em torno do processo de recepção dos textos históricos digitais, especialmente concentrando a análise para a apropriação pública do software livre de repositório digital Tainacan do Museu de Arqueologia de Itaipu (MAI). Além disso, constituem nossos propósitos a discussão sobre as potencialidades dessa ferramenta de repositório para o contexto d...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:teses.usp.br:tde-22072021-132350,"Etimologia de Substantivos Indicativos de Sentimentos e Estados de Tristeza, no...",https://doi.org/10.11606/D.8.2021.tde-22072021-132350,https://www.rcaap.pt/detail.jsp?id=oai:teses.usp.br:tde-22072021-132350,Érika Gimenez,"Propõe-se um estudo etimológico de uma lista de palavras, classificadas como substantivos abstratos, por meio de conceitos e metodologias da Etimologia. O recorte das palavras estudadas realizou-se por verbetes de dicionários de língua portuguesa em cuja microestrutura houvesse a informação de o campo semântico ser um sentimento negativo ou estado de tristeza. A partir dessa lista de palavras constituída sob o ...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:www.bdtd.uerj.br:1/16360,"Design de interfaces para visualização, exploração e análise de coleções fotogr...",http://www.bdtd.uerj.br/handle/1/16360,https://www.rcaap.pt/detail.jsp?id=oai:www.bdtd.uerj.br:1/16360,"Giannella, Júlia Rabetti","Submitted by Marianna CTC/G (marianna.uerj@gmail.com) on 2021-07-20T17:31:59Z No. of bitstreams: 1 Tese - Júlia Rabetti Giannella - 2020 - Completa.pdf: 21178929 bytes, checksum: c25df059ec7e067284d2a94d5d1383af (MD5); Made available in DSpace on 2021-07-20T17:31:59Z (GMT). No. of bitstreams: 1 Tese - Júlia Rabetti Giannella - 2020 - Completa.pdf: 21178929 bytes, checksum: c25df059ec7e067284d2a94d5d1383af (MD5)...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:repositorio.unesp.br:11449/205055,A emergência de um classicista digital: uma perspectiva linguística sobre a ati...,http://hdl.handle.net/11449/205055,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.unesp.br:11449/205055,"Reis, Michel Ferreira dos [UNESP]","Submitted by Michel Ferreira dos Reis (michel.reis@unesp.br) on 2021-06-18T01:18:09Z No. of bitstreams: 1 TESE_MICHEL_2021_final.pdf: 4544779 bytes, checksum: 18b181a9605b6842aaf38c4ec847e465 (MD5); Rejected by Aline Aparecida Matias null (alinematias@fclar.unesp.br), reason: Bom dia Michel, para aprovação no Repositório Institucional da UNESP, serão necessárias algumas correções na sua tese. Solicitamos que re...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:run.unl.pt:10362/134773,Da narrativa histórica à história digital: Estudo da edição digital da revista ...,http://hdl.handle.net/10362/134773,https://www.rcaap.pt/detail.jsp?id=oai:run.unl.pt:10362/134773,"Guedes, Joana Veiga Malta Correia","As revistas foram o fórum mais relevante de debate e divulgação de ideias políticas, culturais, artísticas e sociais durante grande parte do século XX. É difícil encontrar, neste período, um intelectual, poeta, escritor, artista ou pensador, com autoridade firmada, que não tenha publicado com frequência nestes periódicos. As revistas são, por isso, o suporte onde se registou, de modo continuado, uma parte impor...",,Repositório Institucional da UNL,https://run.unl.pt
abstract,oai:www.lume.ufrgs.br:10183/241841,A escrita da história e o digital : o uso de ferramentas das humanidades digita...,http://hdl.handle.net/10183/241841,https://www.rcaap.pt/detail.jsp?id=oai:www.lume.ufrgs.br:10183/241841,"Souza, Leandro Ferreira","Esta monografia propõe a reflexão sobre mudanças na escrita e teoria da história a partir de fontes nascidas digitais com o uso de ferramentas digitais-computacionais vinculadas às humanidades digitais. O objetivo é apresentar debates sobre o andamento dos campos de história digital e humanidades digitais, explicitando seus compromissos e atuações para, então, apresentar as ferramentas que fazem parte desse esc...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:repositorium.uminho.pt:1822/83608,"Ancestors Note Book: uma aplicação para memorabilia e genealogia, baseada em on...",https://hdl.handle.net/1822/83608,https://www.rcaap.pt/detail.jsp?id=oai:repositorium.uminho.pt:1822/83608,"Grenhas, João Manuel Pós de Mina","O tema desta dissertação de mestrado desenrolou-se no âmbito das humanidades digitais, pretendendo desenhar e construir um toolkit de apoio ao registo e processamento de histórias de família, micro-história, documentos, fotografias, elementos genealógicos e histórias de instituição, com especial interesse na inferência de indivíduos. Foi desenvolvido um protótipo de aplicação web de uso pessoal, sobre Flask/Pyt...",,RepositóriUM - Universidade do Minho,https://repositorium.uminho.pt
abstract,oai:repositorio.unesp.br:11449/216614,O papel da comunicação social num contexto de ead e as contribuições da pedagog...,http://hdl.handle.net/11449/216614,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.unesp.br:11449/216614,"Teodoro, Marcelo Catuzzo","Submitted by Marcelo Catuzzo Teodoro (marcelo.catuzzo@unesp.br) on 2022-02-04T02:16:58Z No. of bitstreams: 1 Dissertação VERSAO 2022.pdf: 3453553 bytes, checksum: 19798e45a78c902f2d0308d15c6ccab1 (MD5); Rejected by Ana Paula Santulo Custódio de Medeiros null (asantulo@rc.unesp.br), reason: Prezado Marcelo, O documento enviado para a coleção Campus Unesp Rio Claro foi recusado pelo(s) seguinte(s) motivo(s): - Pá...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:repositorio.ufsc.br:123456789/235729,Entre teses e grupos de pesquisas em história da educação matemática no Brasil:...,https://repositorio.ufsc.br/handle/123456789/235729,https://www.rcaap.pt/detail.jsp?id=oai:repositorio.ufsc.br:123456789/235729,"Hoffmann, Yohana Taise","Tese (doutorado) - Universidade Federal de Santa Catarina, Programa de Pós-Graduação em Educação Científica e Tecnológica, 2022.; A partir dos estudos iniciais da epistemologia de Ludwik Fleck (1896-1961) e da sociologia de Pierre Bourdieu (1930-2002), buscamos responder: De que modo se constituem os elementos que compõem o campo científico da História da educação matemática no Brasil, os processos de criação, ...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:www.lume.ufrgs.br:10183/233772,Wikipédia e usos da História : a edição de uma história pública digital por his...,http://hdl.handle.net/10183/233772,https://www.rcaap.pt/detail.jsp?id=oai:www.lume.ufrgs.br:10183/233772,"Castro, Miguel Barboza","Esta dissertação explora dimensões que vão além das aparentes e possibilidades contidas no entrecruzamento da Wikipédia com a história pública digital, atentando-se às potencialidades da escrita colaborativa em um ecossistema autossustentado por multidões e o compartilhamento da autoridade de historiadores e historiadoras neste ambiente digital e aberto. Vale-se, para tanto, de discussões em efervescência vinda...",,Oasisbr,https://oasisbr.ibict.br/
abstract,oai:www.lume.ufrgs.br:10183/241822,As cartas vão dizer: as relações interterritoriais na era de Amarna,http://hdl.handle.net/10183/241822,https://www.rcaap.pt/detail.jsp?id=oai:www.lume.ufrgs.br:10183/241822,"Scoville, Priscila Cristina Nascimento Lopez de","Por meio de uma pesquisa interdisciplinar, que une a História à Egiptologia, à Assiriologia e às Humanidades Digitais, este estudo propõe reflexões acerca do Sistema Diplomático de Amarna. Para tanto, realizo uma discussão sobre a documentação das Cartas de Amarna (EA1-44) por meio de uma análise de redes sociais (a Social Network Analysis) em contraste com o contexto e com o conteúdo das correspondências. A pe...",,Oasisbr,https://oasisbr.ibict.br/
